id,host_id,neighbourhood,property_type,room_type,accommodates,price,minimum_nights,maximum_nights,bedrooms,beds,cancellation_policy,number_of_reviews,review_scores_accuracy
20781595,148934379,15,2,1,7,85,3,1125,3.0,6.0,moderate,0,
20781839,148935612,7,26,3,15,25,3,30,15.0,15.0,flexible,0,
20781967,96675225,8,2,1,2,18,2,1125,1.0,1.0,moderate,69,10.0
20783021,31909034,3,2,1,4,29,1,360,2.0,2.0,moderate,30,10.0
20783744,19800123,11,2,3,2,14,1,10,1.0,1.0,flexible,9,10.0
20787201,12992813,6,2,1,2,92,2,1125,1.0,1.0,moderate,91,10.0
20788282,12992813,6,2,1,2,61,2,1125,1.0,1.0,moderate,72,10.0
20788564,12992813,6,2,1,2,123,2,1125,1.0,1.0,moderate,44,10.0
20789174,148588726,6,2,3,1,23,2,6,1.0,,flexible,0,
20796584,149088442,11,15,1,3,70,3,29,1.0,1.0,moderate,37,10.0
20797053,60536333,6,2,3,1,11,3,40,1.0,1.0,moderate,3,10.0
20797095,145848565,9,23,3,2,14,1,30,1.0,4.0,moderate,69,10.0
20798343,149100969,6,2,1,3,77,1,1125,0.0,1.0,moderate,119,9.0
20799937,130271423,6,2,1,6,15,2,1125,2.0,3.0,strict_14_with_grace_period,28,10.0
20799981,120232487,11,2,1,2,91,1,1125,1.0,1.0,flexible,47,10.0
20800794,4448934,6,2,1,8,142,4,1125,2.0,3.0,strict_14_with_grace_period,2,4.0
20802063,4338811,6,26,3,2,33,2,7,1.0,1.0,strict_14_with_grace_period,24,10.0
20802099,103685891,15,2,3,5,37,1,1125,3.0,3.0,flexible,23,10.0
20802465,25367484,6,26,4,6,12,1,1125,1.0,6.0,flexible,25,9.0
20802851,25367484,6,26,4,6,12,1,1125,1.0,6.0,flexible,2,10.0
20803053,83408110,6,2,1,4,52,2,1125,1.0,2.0,strict_14_with_grace_period,6,7.0
20804277,109382277,3,2,3,1,10,10,1125,0.0,1.0,flexible,0,
20804878,94097438,1,2,3,1,11,2,1125,1.0,1.0,strict_14_with_grace_period,11,10.0
20805063,55790696,4,26,3,2,17,2,1125,1.0,1.0,flexible,26,10.0
20810614,117870097,3,2,1,4,35,2,20,1.0,2.0,flexible,59,10.0
20812329,838896,6,6,3,2,55,1,2,1.0,1.0,flexible,51,10.0
20812951,99269113,6,26,3,2,31,2,1125,1.0,1.0,flexible,0,
20813345,88025600,11,2,3,3,26,1,7,1.0,2.0,strict_14_with_grace_period,1,10.0
20813581,146909866,3,2,3,1,25,1,1125,1.0,1.0,flexible,67,10.0
20813826,5472918,3,2,3,1,9,2,1125,1.0,1.0,flexible,0,
20813830,101508636,6,2,1,6,249,2,1125,3.0,3.0,strict_14_with_grace_period,67,10.0
20814739,87981066,11,2,3,2,15,2,90,1.0,1.0,strict_14_with_grace_period,20,10.0
20814754,28466571,14,22,1,2,32,2,1125,1.0,2.0,moderate,8,10.0
20815245,28466571,14,29,1,2,26,2,1125,1.0,2.0,flexible,12,10.0
20816995,16618072,11,2,1,4,46,1,1125,2.0,2.0,flexible,17,10.0
20817669,32505744,3,2,1,8,85,2,1125,3.0,4.0,strict_14_with_grace_period,31,10.0
20817742,53718387,6,2,3,3,33,1,30,1.0,1.0,flexible,87,10.0
20818493,13110793,4,2,1,1,15,3,1125,1.0,1.0,flexible,0,
20819194,125048815,14,2,3,1,10,1,5,2.0,1.0,flexible,0,
20819446,146688417,3,37,3,2,30,1,1125,1.0,2.0,flexible,8,10.0
20819753,18659763,6,2,1,4,41,1,1125,1.0,2.0,flexible,94,10.0
20820343,149332871,4,2,3,2,19,1,1125,3.0,1.0,moderate,62,10.0
20820482,146688417,3,37,4,1,14,1,1125,1.0,3.0,flexible,10,10.0
20829732,117934665,4,22,1,7,15,3,365,3.0,4.0,flexible,0,
20829988,149424851,6,2,3,2,15,3,10,1.0,1.0,flexible,0,
20831713,58478904,11,15,1,4,75,3,1125,2.0,2.0,moderate,22,10.0
20833518,149455836,11,2,4,2,15,2,6,1.0,1.0,flexible,1,10.0
20834956,125000690,4,2,3,2,10,1,1125,1.0,1.0,flexible,11,10.0
20835391,48106570,11,29,1,6,80,1,300,3.0,3.0,flexible,136,9.0
20835493,100208079,3,2,3,2,15,2,1125,1.0,2.0,moderate,20,10.0
20836762,10802698,3,2,1,7,74,2,30,3.0,4.0,strict_14_with_grace_period,82,10.0
20843710,146962724,7,19,3,1,5,30,1125,0.0,1.0,flexible,0,
20845131,47123831,11,26,3,1,23,2,31,7.0,7.0,flexible,0,
20845241,4448934,6,2,1,4,57,1,1125,1.0,1.0,flexible,38,9.0
20845382,11734715,6,2,3,2,18,2,10,1.0,1.0,strict_14_with_grace_period,85,10.0
20846099,149586995,3,2,3,1,350,10,1125,2.0,1.0,flexible,0,
20847555,4448934,6,2,1,12,226,4,1125,3.0,3.0,flexible,6,9.0
20847619,149601109,5,9,1,3,50,1,30,2.0,3.0,flexible,0,
20849121,149619348,11,26,1,11,283,2,14,4.0,8.0,moderate,51,10.0
20849397,149100969,6,2,1,2,53,1,1125,1.0,1.0,moderate,108,10.0
20849814,148100375,4,26,3,2,15,1,30,1.0,1.0,flexible,13,10.0
20849949,145014765,6,2,1,4,25,2,14,2.0,2.0,moderate,56,10.0
20859886,92253027,3,2,1,4,22,1,1125,2.0,2.0,moderate,57,10.0
20860436,149726398,6,29,1,2,60,30,1125,1.0,1.0,flexible,1,
20862077,16346761,6,2,1,2,50,2,1125,1.0,1.0,moderate,65,10.0
20862378,101508636,6,2,1,4,248,2,1125,3.0,3.0,moderate,45,10.0
20862986,16346761,6,2,1,3,55,2,1125,2.0,2.0,moderate,63,10.0
20863291,149756689,6,2,1,5,60,3,30,2.0,2.0,strict_14_with_grace_period,14,9.0
20864947,4448934,6,2,1,4,65,1,1125,1.0,1.0,flexible,11,9.0
20873685,143552276,8,22,3,4,15,1,6,2.0,3.0,moderate,125,10.0
20875848,119185022,8,24,3,2,12,1,1125,1.0,1.0,flexible,31,10.0
20880863,103756057,11,2,3,1,19,2,30,1.0,1.0,moderate,69,10.0
20881522,133278799,4,2,1,2,19,2,10,1.0,1.0,moderate,40,10.0
20885402,150000067,9,26,1,8,60,2,30,4.0,5.0,moderate,71,9.0
20885940,150008575,6,2,1,5,60,2,30,2.0,2.0,flexible,91,10.0
20886491,80861011,6,2,3,1,12,3,15,1.0,1.0,flexible,1,10.0
20886755,150013181,6,2,1,2,22,1,1125,1.0,1.0,moderate,174,10.0
20888097,104412369,6,15,1,4,60,1,1125,1.0,2.0,flexible,95,10.0
20888145,150034624,3,31,1,3,76,4,30,2.0,2.0,flexible,0,
20888306,142118750,3,2,3,2,43,1,1125,1.0,1.0,flexible,1,10.0
20888458,150000067,3,26,1,8,20,2,30,1.0,1.0,flexible,14,10.0
20896464,4448934,6,2,1,5,55,1,2,1.0,1.0,flexible,13,9.0
20896664,66354214,11,29,1,3,73,1,1125,1.0,1.0,moderate,99,10.0
20897247,119507082,4,29,3,2,31,2,1125,1.0,2.0,flexible,27,10.0
20897784,119507082,4,29,3,2,31,1,1125,1.0,2.0,flexible,71,10.0
20898245,26759548,11,2,1,4,52,2,1125,2.0,2.0,flexible,38,10.0
20898263,119507082,6,29,3,3,25,1,1125,1.0,3.0,flexible,50,9.0
20898959,138912299,2,2,3,2,15,1,1125,1.0,1.0,flexible,0,
20899170,47542109,11,15,1,4,108,5,1125,2.0,2.0,flexible,31,10.0
20901407,147385028,6,33,1,2,40,1,1125,1.0,1.0,flexible,100,10.0
20901436,125439623,6,33,1,3,42,2,1125,1.0,1.0,moderate,145,10.0
20901798,137375512,14,2,3,1,15,4,1125,1.0,1.0,flexible,4,10.0
20902471,37080985,9,2,3,8,73,1,1125,2.0,14.0,flexible,11,10.0
20902524,93733966,6,26,3,2,25,2,1125,1.0,1.0,strict_14_with_grace_period,69,10.0
20904009,28981298,5,2,1,2,35,1,1125,1.0,1.0,strict_14_with_grace_period,47,10.0
20908035,102084443,10,26,3,2,34,1,365,1.0,1.0,strict_14_with_grace_period,20,10.0
20913488,71556822,3,15,1,4,91,30,1125,2.0,2.0,flexible,1,
20914002,68563779,1,15,1,4,34,3,1125,2.0,3.0,moderate,5,10.0
20914860,65523758,3,2,3,2,20,1,3,1.0,2.0,flexible,1,
20917607,150336244,6,2,1,3,31,2,70,2.0,2.0,strict_14_with_grace_period,62,10.0
20917613,127205373,6,2,1,2,205,1,1125,1.0,1.0,moderate,25,10.0
20917753,150337405,4,2,3,2,25,6,1125,1.0,1.0,flexible,1,10.0
20917806,3685170,6,2,1,3,56,15,1125,1.0,1.0,flexible,0,
20918346,150345756,7,2,1,2,22,1,14,1.0,2.0,flexible,3,10.0
20919184,105821309,6,2,3,2,18,7,35,1.0,1.0,moderate,0,
20920634,16344553,6,29,3,2,33,2,45,1.0,2.0,flexible,72,10.0
20928576,23387759,11,15,1,3,102,3,1125,2.0,1.0,moderate,5,10.0
20928616,37080985,6,2,3,7,11,2,3,1.0,4.0,strict_14_with_grace_period,6,10.0
20930137,101508636,6,2,1,2,140,2,1125,1.0,1.0,strict_14_with_grace_period,48,10.0
20930341,110805631,1,24,4,1,25,1,1125,1.0,3.0,moderate,5,10.0
20932066,147710972,6,2,3,2,24,3,1125,1.0,1.0,flexible,49,9.0
20932392,148974680,4,26,3,1,15,1,150,1.0,1.0,moderate,17,10.0
20932833,101508636,6,2,1,6,272,2,1125,3.0,3.0,strict_14_with_grace_period,33,10.0
20933103,47775605,6,2,1,6,62,2,189,3.0,4.0,moderate,51,10.0
20933263,150488703,11,2,3,3,34,1,1125,1.0,2.0,strict_14_with_grace_period,86,10.0
20933329,101508636,6,2,1,6,272,2,1125,3.0,3.0,strict_14_with_grace_period,72,10.0
20933422,77946501,11,2,3,1,14,1,15,1.0,1.0,strict_14_with_grace_period,25,9.0
20933806,815705,11,2,1,3,75,2,365,2.0,2.0,flexible,49,10.0
20934198,150500008,3,26,3,9,45,1,10,3.0,6.0,moderate,55,10.0
20934563,89569330,3,2,1,4,43,3,90,2.0,2.0,flexible,4,10.0
20942485,46428406,6,2,1,2,29,2,31,1.0,1.0,moderate,88,10.0
20942591,150577539,6,2,1,2,74,1,1125,1.0,2.0,strict_14_with_grace_period,116,10.0
20943338,147385028,6,33,1,2,51,1,1125,1.0,1.0,flexible,83,9.0
20944864,16346761,6,2,3,2,27,2,1125,1.0,1.0,moderate,49,10.0
20945344,16346761,6,15,3,2,27,2,1125,1.0,1.0,moderate,64,10.0
20945886,128011770,6,2,1,6,53,2,1125,2.0,3.0,strict_14_with_grace_period,57,9.0
20946364,16346761,6,2,3,2,27,2,1125,1.0,1.0,moderate,73,10.0
20956600,22482905,1,29,3,1,35,1,1125,0.0,0.0,flexible,2,8.0
20958983,91919433,6,2,3,4,17,2,30,1.0,2.0,moderate,79,10.0
20960207,65510667,3,2,1,4,78,3,28,2.0,2.0,flexible,16,10.0
20960412,106732364,11,2,3,2,35,2,365,1.0,1.0,flexible,85,10.0
20966972,110805631,1,24,4,1,20,1,1125,1.0,3.0,moderate,7,10.0
20967397,110805631,1,24,4,1,15,1,1125,1.0,3.0,moderate,1,8.0
20968572,70082970,1,2,1,3,25,90,365,0.0,3.0,flexible,1,
20968622,134946923,6,2,1,5,157,1,1125,2.0,3.0,strict_14_with_grace_period,42,10.0
20970360,119134457,3,15,1,4,61,2,1125,2.0,2.0,flexible,116,10.0
20970644,34603504,3,22,1,1,22,3,365,1.0,1.0,moderate,3,10.0
20971855,150890164,3,15,1,3,57,1,1125,1.0,1.0,strict_14_with_grace_period,29,9.0
20972109,8076196,6,2,1,3,89,2,90,0.0,2.0,flexible,95,10.0
20979106,150967644,1,26,3,2,29,2,1125,1.0,1.0,flexible,27,10.0
20980033,30600030,3,1,1,3,70,1,1125,1.0,2.0,moderate,6,10.0
20980260,125443256,1,15,1,4,29,15,365,2.0,3.0,flexible,7,10.0
20981856,150449661,4,26,3,1,26,1,1125,1.0,1.0,moderate,2,10.0
20982457,55960232,6,2,1,4,44,2,1125,1.0,2.0,strict_14_with_grace_period,71,10.0
20983747,71670630,11,2,3,2,31,5,90,1.0,1.0,moderate,10,10.0
20983873,151017996,11,33,1,2,60,2,365,1.0,1.0,moderate,21,10.0
20984016,69708118,5,2,1,2,70,2,1125,0.0,0.0,strict_14_with_grace_period,17,10.0
20984711,151035471,11,2,1,4,50,2,1125,2.0,3.0,moderate,59,10.0
20989958,111270409,4,2,3,1,10,1,1125,1.0,1.0,flexible,2,10.0
20991248,21303795,3,15,3,2,16,1,1125,1.0,1.0,moderate,94,10.0
20994042,151122016,4,22,1,2,29,2,1125,2.0,2.0,flexible,28,10.0
20995045,85708426,11,2,1,2,89,2,30,1.0,1.0,flexible,34,10.0
20995780,118720906,11,2,1,2,43,3,1125,1.0,1.0,moderate,80,10.0
20996277,151145994,6,2,1,2,100,2,14,1.0,1.0,flexible,0,
20996321,48713560,5,26,3,1,23,1,1125,1.0,1.0,flexible,2,10.0
20996592,71340627,6,2,3,2,40,1,1125,2.0,1.0,flexible,0,
20997647,76421517,5,26,3,6,142,2,1125,3.0,3.0,flexible,1,8.0
20998778,199017,7,14,4,2,49,2,1125,1.0,1.0,flexible,5,10.0
20999822,53378169,6,2,1,3,25,2,1125,1.0,2.0,flexible,6,10.0
21005998,97618349,6,2,1,2,35,1,90,1.0,0.0,flexible,31,9.0
21007124,6339029,6,2,3,2,25,2,1125,1.0,1.0,flexible,0,
21007322,80749932,11,2,1,4,125,7,1125,2.0,3.0,flexible,11,10.0
21007642,53877540,6,2,1,2,43,3,30,1.0,1.0,moderate,36,10.0
21008005,68160746,3,2,1,2,15,1,30,2.0,1.0,moderate,2,10.0
21008120,151261631,3,15,1,4,58,180,360,2.0,3.0,moderate,14,10.0
21011339,147626655,5,2,3,3,43,3,1125,1.0,0.0,strict_14_with_grace_period,1,10.0
21015393,151332298,4,2,3,1,9,2,40,1.0,1.0,moderate,38,10.0
21022300,151319711,9,22,3,1,9,1,2,1.0,1.0,flexible,0,
21022975,7204310,4,22,3,2,40,3,7,1.0,1.0,flexible,0,
21024441,145582843,9,26,3,2,18,1,15,1.0,1.0,flexible,1,10.0
21028599,31280548,5,15,3,1,60,3,1125,1.0,1.0,moderate,0,
21039689,34199480,4,2,3,1,11,1,30,1.0,1.0,moderate,44,10.0
21040059,129811248,14,22,3,2,15,2,1125,1.0,2.0,moderate,7,9.0
21052296,151657679,8,2,1,4,27,1,1125,2.0,2.0,flexible,424,10.0
21054855,151680971,4,26,3,1,14,2,1125,1.0,1.0,flexible,6,10.0
21058487,151715217,9,2,3,1,9,4,30,1.0,1.0,moderate,9,10.0
21059043,5322428,6,2,3,2,12,2,30,1.0,1.0,flexible,19,10.0
21059231,69008113,4,29,1,4,105,1,1125,1.0,2.0,strict_14_with_grace_period,57,10.0
21059966,151728457,6,15,1,7,254,2,1125,2.0,2.0,strict_14_with_grace_period,25,10.0
21060297,151728457,6,15,1,5,127,2,1125,1.0,1.0,strict_14_with_grace_period,3,10.0
21060387,151728457,6,15,1,2,139,2,1124,1.0,1.0,strict_14_with_grace_period,12,9.0
21062974,20867309,6,2,1,2,29,1,7,1.0,1.0,moderate,1,
21064445,151780052,4,26,3,1,15,3,1125,1.0,1.0,flexible,0,
21068362,140568528,11,2,3,1,19,30,1125,1.0,1.0,strict_14_with_grace_period,4,10.0
21072762,299558,6,26,3,2,40,1,1125,1.0,1.0,flexible,11,10.0
21082292,131103951,4,26,3,1,27,1,8,1.0,1.0,moderate,165,10.0
21088824,152031361,15,2,3,1,10,3,1125,1.0,1.0,flexible,12,10.0
21090474,102302955,3,2,1,2,23,1,1125,1.0,1.0,flexible,0,
21091202,152056112,1,26,3,2,27,7,1125,1.0,1.0,flexible,2,10.0
21091860,68572018,14,24,3,1,15,30,365,1.0,1.0,strict_14_with_grace_period,0,
21093030,59065380,3,2,3,2,12,14,1125,1.0,1.0,moderate,24,10.0
21094308,52691163,6,2,3,2,17,1,1125,1.0,1.0,flexible,0,
21096422,52185522,3,31,4,1,11,2,7,1.0,1.0,flexible,0,
21099980,152137034,3,15,3,3,23,1,60,1.0,2.0,flexible,37,10.0
21107601,4448934,6,2,1,4,131,1,55,1.0,2.0,strict_14_with_grace_period,54,9.0
21107757,4448934,6,29,1,4,79,1,50,1.0,1.0,flexible,11,9.0
21108073,4448934,6,2,1,4,63,1,55,1.0,1.0,flexible,9,10.0
21108266,146767657,5,22,3,1,10,7,200,1.0,1.0,flexible,1,10.0
21108857,47126123,11,6,3,2,77,1,30,1.0,1.0,flexible,5,9.0
21111804,150500008,3,26,3,3,17,1,20,1.0,2.0,moderate,133,10.0
21112024,150500008,3,26,3,3,25,1,20,1.0,2.0,moderate,86,10.0
21112074,8069764,6,23,3,2,45,1,30,1.0,1.0,moderate,0,
21112105,150500008,3,26,3,6,27,1,15,2.0,4.0,moderate,15,10.0
21112603,8069764,6,4,3,2,62,1,1125,1.0,2.0,moderate,0,
21112879,8069764,6,4,3,4,82,1,1125,1.0,2.0,moderate,0,
21113779,20867309,6,2,3,2,17,1,7,1.0,1.0,moderate,5,10.0
21119804,49526080,5,2,3,1,27,2,60,1.0,1.0,flexible,29,10.0
21120374,152159495,3,2,3,2,390,5,1125,1.0,2.0,flexible,0,
21120383,34853312,11,2,3,1,25,2,1125,1.0,1.0,moderate,22,10.0
21121547,114708374,14,2,3,1,21,1,1125,1.0,1.0,flexible,6,8.0
21121870,9202670,6,2,1,4,79,1,1125,2.0,2.0,strict_14_with_grace_period,73,10.0
21122666,12656283,3,2,1,7,11,1,50,1.0,4.0,strict_14_with_grace_period,118,9.0
21124177,68868094,6,2,1,5,33,3,15,2.0,2.0,moderate,108,10.0
21126058,4297862,11,2,1,3,91,3,240,1.0,1.0,flexible,1,10.0
21126523,49504598,6,2,1,5,56,2,1125,2.0,3.0,moderate,36,10.0
21134166,78484938,6,2,3,1,11,15,19,1.0,1.0,flexible,0,
21139998,105823149,6,2,3,1,17,2,1125,1.0,1.0,flexible,1,10.0
21140069,68572018,14,24,3,1,12,3,365,1.0,1.0,flexible,0,
21140355,152516068,14,26,3,5,23,1,8,0.0,1.0,flexible,0,
21141224,150886691,11,2,1,5,210,1,14,2.0,3.0,flexible,1,10.0
21141953,68572018,14,24,3,1,15,30,365,1.0,1.0,flexible,1,8.0
21142652,4725595,6,2,3,1,23,5,90,1.0,1.0,moderate,21,10.0
21147727,152583918,6,15,3,1,17,1,1125,1.0,1.0,flexible,2,10.0
21148223,77946501,11,2,3,1,14,3,1125,1.0,1.0,strict_14_with_grace_period,20,9.0
21148415,4448934,6,33,2,16,453,4,254,4.0,4.0,flexible,49,10.0
21150577,45325248,3,26,3,1,30,1,1124,1.0,1.0,flexible,11,10.0
21153091,130188046,6,2,4,2,18,1,15,1.0,1.0,flexible,24,10.0
21153128,147385028,6,33,1,2,43,1,1125,1.0,1.0,flexible,53,10.0
21153587,50914315,15,2,3,1,24,1,30,1.0,1.0,flexible,67,10.0
21155273,90850835,6,15,1,8,84,1,365,2.0,5.0,moderate,144,10.0
21159717,33395794,3,2,1,3,46,2,1125,2.0,2.0,flexible,4,10.0
21162350,152733899,11,2,3,1,10,2,1125,1.0,1.0,flexible,3,9.0
21162705,112604689,2,2,1,5,50,2,1125,2.0,4.0,flexible,83,10.0
21162724,45325248,3,26,3,1,29,1,365,1.0,1.0,flexible,16,10.0
21163235,70086482,11,2,1,4,36,1,240,2.0,3.0,flexible,40,10.0
21163767,98047252,14,2,3,2,35,7,1125,1.0,1.0,strict_14_with_grace_period,7,10.0
21164387,68154595,11,2,3,2,15,1,30,1.0,1.0,flexible,204,10.0
21165762,49299301,6,2,1,4,243,3,1125,1.0,0.0,flexible,1,10.0
21167591,37418634,11,2,3,2,90,3,1125,1.0,1.0,flexible,0,
21169184,152544753,15,2,1,4,34,2,4,2.0,2.0,moderate,78,10.0
21173689,109665626,4,22,3,2,35,2,1125,1.0,2.0,moderate,17,10.0
21174875,6652705,6,23,1,2,20,2,1125,1.0,1.0,moderate,76,10.0
21177426,70335642,6,2,1,4,85,2,15,2.0,3.0,flexible,94,10.0
21189190,21681497,1,2,1,10,250,365,1125,4.0,8.0,strict_14_with_grace_period,5,9.0
21190275,153024752,2,2,1,3,48,3,1125,2.0,2.0,flexible,1,10.0
21190874,29072102,6,2,1,3,88,2,10,2.0,2.0,moderate,63,10.0
21191032,151969182,3,2,1,2,31,2,9,1.0,1.0,moderate,12,10.0
21191633,62194626,6,2,1,8,283,2,180,4.0,4.0,strict_14_with_grace_period,64,9.0
21191855,60078509,3,2,3,2,29,1,1125,1.0,1.0,flexible,0,
21192023,147565504,6,2,3,2,25,1,1125,1.0,1.0,flexible,17,10.0
21192447,102373818,4,29,1,3,48,1,1000,1.0,1.0,flexible,56,10.0
21198711,128286735,4,2,1,4,33,1,30,2.0,2.0,moderate,2,10.0
21199614,3312937,11,26,1,2,76,3,26,1.0,1.0,strict_14_with_grace_period,7,10.0
21200299,153126616,11,2,3,2,25,1,1125,1.0,1.0,flexible,85,10.0
21203580,57787153,6,35,3,2,18,3,1125,1.0,1.0,moderate,52,10.0
21204195,94011007,6,2,1,4,99,1,1125,2.0,3.0,flexible,157,10.0
21204387,143338960,6,2,1,4,61,3,30,1.0,1.0,strict_14_with_grace_period,133,10.0
21204453,57787153,6,35,3,1,12,4,60,1.0,1.0,moderate,72,9.0
21205265,23382111,6,29,1,2,34,1,1125,1.0,1.0,flexible,56,10.0
21205598,22148673,6,2,1,6,56,2,1125,2.0,2.0,strict_14_with_grace_period,71,10.0
21206941,52709817,4,29,3,1,23,1,365,0.0,1.0,flexible,1,10.0
21207483,153203771,11,2,3,2,17,3,1125,1.0,2.0,moderate,18,10.0
21212741,48001186,11,2,3,2,0,1,30,1.0,1.0,strict_14_with_grace_period,29,10.0
21213074,107201280,1,22,3,2,79,3,30,1.0,1.0,strict_14_with_grace_period,0,
21214143,111180491,3,2,3,1,9,30,1125,1.0,1.0,flexible,7,10.0
21215280,30012796,3,2,3,2,23,1,30,1.0,1.0,flexible,3,10.0
21215372,54112142,4,2,3,2,12,3,7,1.0,1.0,flexible,15,10.0
21216233,153266916,8,2,3,2,25,1,7,1.0,2.0,flexible,4,10.0
21218251,46980099,11,15,3,2,50,3,1125,1.0,1.0,strict_14_with_grace_period,12,10.0
21219705,1794959,6,2,1,3,45,4,1125,1.0,1.0,flexible,2,9.0
21227112,153376872,6,2,3,2,25,1,10,1.0,1.0,moderate,86,10.0
21227190,26857501,11,2,1,4,97,2,1125,2.0,3.0,moderate,23,10.0
21230011,3977177,6,29,1,2,51,3,45,1.0,0.0,moderate,103,10.0
21233401,127075055,14,2,3,2,15,1,500,1.0,1.0,moderate,88,10.0
21233660,153456014,6,2,1,2,68,2,45,0.0,1.0,flexible,8,10.0
21239364,42599988,11,2,1,6,130,2,1125,3.0,3.0,strict_14_with_grace_period,6,10.0
21241888,141506095,4,22,3,2,15,2,30,1.0,1.0,moderate,15,10.0
21244108,150475311,3,23,3,1,316,8,1125,1.0,1.0,flexible,0,
21245492,35517556,4,26,1,5,63,2,1125,2.0,2.0,moderate,0,
21253627,5322428,6,2,3,2,18,2,30,1.0,1.0,flexible,12,10.0
21253866,143315513,1,29,3,2,37,1,1125,1.0,1.0,moderate,22,10.0
21254669,98862913,11,2,1,2,77,5,1125,1.0,2.0,flexible,0,
21255244,133023609,11,22,3,2,102,2,15,1.0,1.0,flexible,0,
21262078,153755590,6,2,1,2,80,2,1125,1.0,1.0,moderate,24,10.0
21265674,52274269,11,2,1,4,90,2,1125,1.0,3.0,moderate,5,10.0
21265688,153810182,3,2,3,2,17,2,1125,1.0,1.0,strict_14_with_grace_period,14,9.0
21265818,153812157,11,2,1,3,60,2,30,1.0,1.0,flexible,11,10.0
21266125,30026600,11,29,1,3,0,3,400,0.0,2.0,flexible,1,10.0
21266616,153420829,3,2,1,2,35,2,1125,1.0,1.0,moderate,15,10.0
21266777,52821034,11,23,1,2,40,3,15,1.0,0.0,strict_14_with_grace_period,39,10.0
21266838,153825406,11,2,1,3,69,1,1125,1.0,2.0,strict_14_with_grace_period,172,10.0
21267599,132230765,6,2,1,4,125,3,120,2.0,3.0,moderate,39,10.0
21267668,56880112,3,2,3,2,50,1,30,1.0,1.0,flexible,1,
21268395,1106619,6,2,3,1,28,2,1125,1.0,1.0,strict_14_with_grace_period,83,10.0
21275333,153664560,7,26,3,3,12,7,8,2.0,3.0,flexible,0,
21276778,121136500,3,2,3,2,100,1,1125,1.0,1.0,flexible,0,
21277109,128013741,6,2,1,4,98,2,1125,2.0,2.0,strict_14_with_grace_period,58,10.0
21280344,38864554,6,26,1,5,75,45,1125,2.0,2.0,strict_14_with_grace_period,1,10.0
21280694,153957752,3,2,3,1,10,2,16,1.0,1.0,flexible,0,
21281005,712711,6,15,1,4,97,2,1125,2.0,3.0,moderate,73,9.0
21281053,122747252,11,2,3,2,33,1,1125,1.0,1.0,moderate,20,10.0
21281156,147626655,5,33,3,1,40,3,365,1.0,1.0,flexible,3,8.0
21281161,4448934,6,2,1,12,294,4,45,3.0,3.0,flexible,10,10.0
21281728,153970878,4,2,3,2,30,1,31,1.0,1.0,flexible,0,
21282992,13242037,6,2,1,4,75,2,1125,2.0,2.0,strict_14_with_grace_period,43,9.0
21291815,56753779,4,2,3,1,12,1,1125,1.0,1.0,flexible,2,10.0
21291836,147626655,6,2,1,2,75,7,1125,2.0,2.0,flexible,1,6.0
21292580,122747252,11,2,3,2,31,2,7,1.0,1.0,flexible,12,10.0
21292640,1223148,3,2,3,1,17,30,180,0.0,1.0,flexible,0,
21292668,36319266,4,26,3,2,10,4,1125,1.0,1.0,flexible,2,10.0
21292793,147842913,14,22,1,2,22,1,1125,1.0,1.0,strict_14_with_grace_period,20,10.0
21294848,154092168,11,31,1,4,40,7,30,2.0,4.0,flexible,0,
21296363,154107336,6,2,1,2,98,2,1125,2.0,3.0,flexible,13,10.0
21298023,100359475,8,2,3,1,10,1,20,1.0,1.0,flexible,5,10.0
21298726,19927450,4,35,1,2,38,1,1125,1.0,1.0,moderate,113,10.0
21298797,154128088,6,2,3,1,11,7,60,1.0,1.0,flexible,14,10.0
21305500,97794441,6,26,3,4,28,5,1125,1.0,2.0,flexible,105,10.0
21305514,154189056,6,2,1,4,44,3,1125,2.0,4.0,strict_14_with_grace_period,75,10.0
21308302,109053125,1,26,3,2,56,1,1125,1.0,1.0,flexible,0,
21309753,5755202,6,2,1,2,112,10,1125,1.0,1.0,strict_14_with_grace_period,1,10.0
21309961,5755202,11,29,1,3,82,10,1125,0.0,2.0,strict_14_with_grace_period,0,
21309995,53580549,1,33,1,2,63,1,1125,1.0,1.0,moderate,36,10.0
21311065,128011770,6,2,1,6,72,2,1125,2.0,3.0,moderate,7,10.0
21314149,15072544,15,2,4,1,15,1,1125,1.0,1.0,flexible,1,
21323590,127004639,11,2,1,2,20,1,15,1.0,1.0,flexible,1,10.0
21324599,153968855,3,2,1,4,60,2,30,2.0,3.0,flexible,88,10.0
21325484,35406862,6,2,3,2,283,30,90,1.0,2.0,strict_14_with_grace_period,0,
21326618,44873503,6,2,3,2,37,2,14,1.0,1.0,flexible,2,10.0
21327198,154119775,3,2,3,4,28,2,1125,2.0,2.0,flexible,7,10.0
21328029,5755202,11,33,1,6,124,10,1125,2.0,4.0,strict_14_with_grace_period,0,
21333918,26303769,11,2,1,4,45,2,1125,1.0,4.0,strict_14_with_grace_period,35,10.0
21334503,117838147,6,2,1,6,117,2,1125,3.0,3.0,moderate,8,10.0
21343984,154484160,1,2,1,3,26,2,1125,2.0,3.0,moderate,9,10.0
21345630,153271351,11,23,3,2,14,2,366,1.0,2.0,flexible,3,10.0
21346311,154506083,4,22,3,1,10,5,30,1.0,1.0,flexible,0,
